epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,1056.07,0.5829,0.82786,0.46996,0.87892,0.85361,0.8745,0.86743,0.74286,0.85361,0.8745,0.86743,0.74255,0.57823,0.78346,0.65601,0.89187,0.00125499,0.00125499,0.00125499
125,1065.28,0.56456,0.79267,0.45522,0.86797,0.85474,0.87525,0.88756,0.76379,0.85474,0.87525,0.88756,0.7558,0.59147,0.80724,0.59445,0.89279,0.00125358,0.00125358,0.00125358
126,1072.78,0.57226,0.80466,0.45891,0.87591,0.85732,0.90539,0.90171,0.78729,0.85732,0.90539,0.90171,0.78255,0.58014,0.80133,0.56188,0.88406,0.00125216,0.00125216,0.00125216
127,1081.02,0.55955,0.79582,0.43881,0.8681,0.86981,0.89052,0.90897,0.78595,0.86981,0.89052,0.90897,0.77211,0.62672,0.83193,0.58254,0.90539,0.00125075,0.00125075,0.00125075
128,1088.15,0.58078,0.80313,0.4587,0.87166,0.86989,0.87394,0.90004,0.7811,0.86989,0.87394,0.90004,0.76783,0.61396,0.8,0.58431,0.89645,0.00124933,0.00124933,0.00124933
129,1096.71,0.57873,0.83838,0.45891,0.87421,0.85026,0.90414,0.90052,0.78915,0.85026,0.90414,0.90052,0.77784,0.56603,0.77517,0.56675,0.88098,0.00124792,0.00124792,0.00124792
130,1103.8,0.57147,0.84917,0.46113,0.87461,0.86755,0.91046,0.90361,0.80055,0.86755,0.91046,0.90361,0.77017,0.5714,0.78308,0.52924,0.88321,0.0012465,0.0012465,0.0012465
131,1112.62,0.56845,0.80343,0.45226,0.87207,0.8091,0.86911,0.86106,0.75801,0.8091,0.86911,0.86106,0.7288,0.56863,0.81664,0.67216,0.88371,0.00124509,0.00124509,0.00124509
132,1119.67,0.57808,0.80183,0.45436,0.8755,0.81619,0.94412,0.88774,0.77956,0.81619,0.94412,0.88774,0.75797,0.57243,0.78663,0.51829,0.88463,0.00124367,0.00124367,0.00124367
133,1128.87,0.57273,0.81996,0.45907,0.87001,0.84289,0.9173,0.9057,0.78853,0.84289,0.9173,0.9057,0.77455,0.58247,0.79714,0.52435,0.87831,0.00124226,0.00124226,0.00124226
134,1136.02,0.54555,0.79323,0.44728,0.86785,0.86607,0.91879,0.90039,0.77838,0.86607,0.91879,0.90039,0.76649,0.59459,0.7887,0.52691,0.88936,0.00124084,0.00124084,0.00124084
135,1144.54,0.57843,0.83547,0.46818,0.86976,0.86567,0.89706,0.87141,0.74587,0.86567,0.89706,0.87141,0.73295,0.59626,0.79018,0.59022,0.88817,0.00123943,0.00123943,0.00123943
136,1153.21,0.56624,0.81956,0.45697,0.87143,0.89115,0.7782,0.91861,0.79411,0.78565,0.91294,0.92209,0.78141,0.57251,0.82512,0.58304,0.89201,0.00123801,0.00123801,0.00123801
137,1162.33,0.56454,0.81098,0.46113,0.87227,0.85787,0.91984,0.9183,0.77368,0.85787,0.91984,0.9183,0.7677,0.58112,0.80939,0.58558,0.90228,0.0012366,0.0012366,0.0012366
138,1170.86,0.57059,0.81173,0.45878,0.87067,0.8628,0.90437,0.89275,0.7593,0.8628,0.90437,0.89275,0.75971,0.58693,0.82352,0.5829,0.90593,0.00123518,0.00123518,0.00123518
139,1178.88,0.56437,0.81047,0.47132,0.87078,0.85862,0.89894,0.88572,0.74734,0.85862,0.89894,0.88578,0.7464,0.59851,0.87288,0.57742,0.90492,0.00123377,0.00123377,0.00123377
140,1187.63,0.57853,0.81486,0.45283,0.87271,0.84804,0.88714,0.88329,0.75687,0.84804,0.88714,0.88329,0.7499,0.59063,0.85067,0.59724,0.89741,0.00123236,0.00123236,0.00123236
141,1196.39,0.58455,0.82395,0.47433,0.8702,0.84328,0.89652,0.90366,0.78427,0.84328,0.89652,0.90417,0.76916,0.58342,0.83198,0.56495,0.8928,0.00123094,0.00123094,0.00123094
142,1203.69,0.5646,0.81368,0.46083,0.87202,0.87987,0.88277,0.9038,0.77119,0.87987,0.88277,0.9038,0.76521,0.58676,0.85929,0.58839,0.89766,0.00122953,0.00122953,0.00122953
143,1212.15,0.56034,0.79917,0.45055,0.8673,0.87316,0.89575,0.88135,0.76144,0.87316,0.89575,0.88135,0.74558,0.57985,0.8088,0.57443,0.88969,0.00122811,0.00122811,0.00122811
144,1219.25,0.55751,0.79497,0.44242,0.86582,0.87015,0.91804,0.89448,0.76913,0.87015,0.91804,0.89448,0.78103,0.58597,0.7733,0.55976,0.89195,0.0012267,0.0012267,0.0012267
145,1228.15,0.55018,0.78581,0.44537,0.86566,0.84246,0.90663,0.88312,0.76822,0.84246,0.90663,0.88312,0.76696,0.58073,0.75751,0.57278,0.89015,0.00122528,0.00122528,0.00122528
146,1235.65,0.55496,0.79892,0.43506,0.86447,0.87087,0.86402,0.91479,0.79409,0.87087,0.86402,0.91479,0.79499,0.59068,0.76102,0.55386,0.89314,0.00122387,0.00122387,0.00122387
147,1244.43,0.55568,0.80987,0.43863,0.86849,0.82328,0.91675,0.92222,0.80113,0.82328,0.91675,0.92222,0.79212,0.59822,0.78904,0.55713,0.90391,0.00122245,0.00122245,0.00122245
148,1252.96,0.57423,0.82306,0.44314,0.87079,0.84658,0.91085,0.90473,0.7909,0.84658,0.91085,0.90473,0.76479,0.56929,0.79907,0.5614,0.88707,0.00122104,0.00122104,0.00122104
149,1261.35,0.54121,0.75971,0.43018,0.86628,0.79005,0.89018,0.8712,0.75477,0.79005,0.89018,0.8712,0.73217,0.5759,0.82223,0.61453,0.88839,0.00121962,0.00121962,0.00121962
150,1269.97,0.56411,0.79495,0.44633,0.86827,0.8385,0.86606,0.86671,0.75024,0.8385,0.86606,0.86671,0.72854,0.57802,0.84058,0.59535,0.89529,0.00121821,0.00121821,0.00121821
151,1277.65,0.54107,0.77779,0.43421,0.861,0.81511,0.89739,0.88072,0.77418,0.81511,0.89739,0.88072,0.7444,0.5751,0.82273,0.58548,0.8942,0.00121679,0.00121679,0.00121679
152,1286.61,0.56364,0.81745,0.44739,0.86528,0.8575,0.91828,0.88005,0.76112,0.8575,0.91828,0.88005,0.73294,0.58481,0.82369,0.5634,0.90042,0.00121538,0.00121538,0.00121538
153,1293.62,0.54301,0.77953,0.42914,0.87087,0.85116,0.90033,0.87505,0.74476,0.85116,0.90033,0.87505,0.73556,0.60451,0.84823,0.58807,0.90559,0.00121396,0.00121396,0.00121396
154,1302.68,0.54304,0.76378,0.43005,0.86582,0.79068,0.93584,0.90178,0.77435,0.79068,0.93584,0.90178,0.749,0.5873,0.83426,0.56596,0.90919,0.00121255,0.00121255,0.00121255
155,1309.24,0.53211,0.76973,0.42618,0.86165,0.86854,0.89798,0.89983,0.78096,0.86854,0.89798,0.89983,0.766,0.56465,0.7995,0.56165,0.88714,0.00121113,0.00121113,0.00121113
156,1318.53,0.56497,0.8039,0.44618,0.86828,0.83089,0.89174,0.90243,0.78304,0.83089,0.89174,0.90243,0.76706,0.5876,0.80075,0.59379,0.88975,0.00120972,0.00120972,0.00120972
157,1325.96,0.57478,0.83911,0.44994,0.87672,0.82456,0.89961,0.90404,0.78935,0.82456,0.89961,0.90404,0.7609,0.56478,0.78469,0.59305,0.8847,0.00120831,0.00120831,0.00120831
158,1334.99,0.5728,0.82046,0.4482,0.87508,0.82687,0.85094,0.8849,0.75644,0.82687,0.85094,0.88384,0.751,0.58477,0.80169,0.66255,0.89947,0.00120689,0.00120689,0.00120689
159,1343.78,0.53211,0.76405,0.42834,0.86537,0.83363,0.89232,0.88742,0.77503,0.83363,0.89232,0.88742,0.7727,0.55878,0.76337,0.58009,0.8834,0.00120548,0.00120548,0.00120548
160,1350.73,0.5488,0.78911,0.44729,0.86368,0.85544,0.89764,0.91226,0.80676,0.85544,0.89764,0.91226,0.78832,0.55187,0.74457,0.53355,0.87803,0.00120406,0.00120406,0.00120406
161,1359.16,0.54017,0.75155,0.43012,0.86601,0.87463,0.90242,0.91477,0.80465,0.87463,0.90242,0.91477,0.79869,0.56978,0.75181,0.53182,0.88216,0.00120265,0.00120265,0.00120265
162,1366.01,0.52326,0.75298,0.428,0.85628,0.8763,0.91257,0.89196,0.78195,0.8763,0.91257,0.89196,0.77787,0.5664,0.75082,0.55791,0.8838,0.00120123,0.00120123,0.00120123
163,1375.07,0.54763,0.80146,0.43698,0.87214,0.85819,0.89192,0.87792,0.78155,0.85819,0.89192,0.87792,0.75521,0.55758,0.76116,0.60381,0.88865,0.00119982,0.00119982,0.00119982
164,1383.19,0.55726,0.79859,0.43757,0.86725,0.82021,0.88823,0.8551,0.75617,0.82021,0.88823,0.8551,0.72361,0.56053,0.79836,0.61751,0.88221,0.0011984,0.0011984,0.0011984
165,1391.75,0.5395,0.77154,0.42491,0.86821,0.8151,0.84446,0.85821,0.76032,0.8151,0.84446,0.85895,0.7351,0.54198,0.79802,0.63829,0.87872,0.00119699,0.00119699,0.00119699
166,1399.47,0.56063,0.79631,0.43735,0.86493,0.80256,0.84796,0.83587,0.73613,0.80256,0.84796,0.83594,0.71628,0.56961,0.83887,0.671,0.88814,0.00119557,0.00119557,0.00119557
167,1408.84,0.56253,0.80533,0.43599,0.86828,0.84105,0.87589,0.89712,0.78233,0.84105,0.87589,0.89712,0.76171,0.58647,0.81782,0.63249,0.90155,0.00119416,0.00119416,0.00119416
168,1418.08,0.5528,0.78048,0.43506,0.86818,0.78617,0.91872,0.87641,0.76657,0.78617,0.91872,0.87641,0.74244,0.58645,0.79711,0.61461,0.91116,0.00119274,0.00119274,0.00119274
169,1425.5,0.55541,0.80955,0.43318,0.86982,0.83637,0.91134,0.86907,0.76452,0.83637,0.91134,0.86907,0.73332,0.5662,0.80446,0.56366,0.89528,0.00119133,0.00119133,0.00119133
170,1434.28,0.56495,0.83419,0.4433,0.87155,0.82393,0.90676,0.8983,0.78846,0.82393,0.90676,0.8983,0.76902,0.5551,0.81272,0.55966,0.88821,0.00118991,0.00118991,0.00118991
171,1441.98,0.55863,0.80525,0.43013,0.86906,0.84399,0.87162,0.90474,0.78678,0.84399,0.87162,0.90474,0.7706,0.56125,0.76406,0.55857,0.88408,0.0011885,0.0011885,0.0011885
172,1450.49,0.52796,0.75983,0.41097,0.85979,0.89051,0.81756,0.92517,0.80406,0.89051,0.81756,0.92517,0.80617,0.56955,0.76264,0.54283,0.88561,0.00118708,0.00118708,0.00118708
173,1459.2,0.54169,0.773,0.41638,0.85869,0.89603,0.9291,0.91213,0.79658,0.89603,0.9291,0.91213,0.79422,0.56691,0.7797,0.53963,0.88046,0.00118567,0.00118567,0.00118567
174,1466.15,0.5422,0.77742,0.43255,0.86203,0.83716,0.87059,0.91256,0.79646,0.83716,0.87059,0.91256,0.79409,0.57215,0.79268,0.57735,0.88791,0.00118426,0.00118426,0.00118426
175,1475.55,0.54332,0.77626,0.42782,0.86487,0.85663,0.87651,0.91717,0.81138,0.85663,0.87651,0.91717,0.79843,0.5778,0.77736,0.5665,0.88958,0.00118284,0.00118284,0.00118284
176,1482.36,0.51329,0.73645,0.40494,0.85374,0.87602,0.8696,0.91633,0.81067,0.87602,0.8696,0.91633,0.79853,0.58983,0.79356,0.54741,0.89434,0.00118143,0.00118143,0.00118143
177,1491.22,0.53583,0.79338,0.42242,0.86596,0.88685,0.88971,0.9051,0.79479,0.88685,0.88971,0.9051,0.78564,0.58539,0.79338,0.55778,0.89311,0.00118001,0.00118001,0.00118001
178,1498.21,0.54147,0.77816,0.42265,0.86399,0.86804,0.85905,0.89961,0.78398,0.86804,0.85905,0.89961,0.77447,0.58638,0.79388,0.61142,0.89312,0.0011786,0.0011786,0.0011786
179,1506.88,0.5451,0.76734,0.42904,0.86487,0.87489,0.8476,0.91868,0.80738,0.87489,0.8476,0.91868,0.79037,0.5747,0.78537,0.57891,0.8918,0.00117718,0.00117718,0.00117718
180,1514.81,0.52991,0.75721,0.41379,0.86207,0.85677,0.88886,0.91518,0.79847,0.85259,0.89356,0.91497,0.79681,0.59167,0.7665,0.5487,0.89961,0.00117577,0.00117577,0.00117577
181,1522.77,0.53402,0.78503,0.42132,0.86382,0.8979,0.87925,0.91664,0.80219,0.8979,0.87925,0.91664,0.79763,0.60453,0.77567,0.53656,0.90703,0.00117435,0.00117435,0.00117435
182,1530.51,0.5351,0.78339,0.4177,0.85927,0.8362,0.86893,0.90492,0.78383,0.8362,0.86893,0.90492,0.77896,0.58456,0.80385,0.57887,0.89698,0.00117294,0.00117294,0.00117294
183,1538.65,0.54207,0.77657,0.43354,0.86485,0.85677,0.84805,0.88813,0.77991,0.85677,0.84805,0.88813,0.76307,0.58982,0.79668,0.59095,0.89236,0.00117152,0.00117152,0.00117152
184,1547.81,0.52895,0.76027,0.41266,0.85972,0.85704,0.83796,0.88324,0.77624,0.85704,0.83796,0.88324,0.76105,0.57547,0.8253,0.56673,0.89099,0.00117011,0.00117011,0.00117011
185,1554.78,0.53519,0.77474,0.41708,0.8668,0.82527,0.91983,0.8793,0.76468,0.82527,0.91983,0.87925,0.75753,0.56683,0.81146,0.54687,0.88376,0.00116869,0.00116869,0.00116869
186,1563.69,0.53562,0.76111,0.42219,0.86678,0.81799,0.90731,0.88738,0.76961,0.81799,0.90731,0.88638,0.75964,0.58223,0.81239,0.56043,0.88414,0.00116728,0.00116728,0.00116728
187,1571.43,0.53171,0.77934,0.41842,0.86481,0.88401,0.89094,0.91959,0.78484,0.88401,0.89094,0.91959,0.78598,0.5662,0.79618,0.56371,0.8857,0.00116586,0.00116586,0.00116586
188,1579.92,0.53496,0.77002,0.41992,0.85986,0.85731,0.91185,0.90313,0.78408,0.85731,0.91185,0.90313,0.78591,0.56554,0.78914,0.5812,0.88387,0.00116445,0.00116445,0.00116445
189,1587.72,0.52514,0.74037,0.41713,0.86085,0.86312,0.89886,0.89141,0.77441,0.86312,0.89886,0.89141,0.77669,0.56283,0.80196,0.5779,0.87995,0.00116303,0.00116303,0.00116303
190,1596.01,0.54046,0.77472,0.42876,0.86169,0.83647,0.90011,0.87254,0.76611,0.83647,0.90011,0.87254,0.74826,0.56323,0.81742,0.58478,0.89087,0.00116162,0.00116162,0.00116162
191,1604.87,0.52901,0.74999,0.41598,0.86063,0.83849,0.8985,0.87337,0.75664,0.83849,0.8985,0.87337,0.73489,0.56963,0.82474,0.57308,0.89258,0.00116021,0.00116021,0.00116021
192,1612.03,0.54247,0.79751,0.42654,0.86678,0.81275,0.91739,0.88505,0.76218,0.81275,0.91739,0.88505,0.75335,0.56127,0.82229,0.60786,0.8826,0.00115879,0.00115879,0.00115879
193,1621.07,0.54546,0.78527,0.42427,0.86667,0.85659,0.85803,0.86271,0.7531,0.85659,0.85803,0.86271,0.73013,0.57601,0.81989,0.66735,0.89248,0.00115738,0.00115738,0.00115738
194,1628.15,0.52646,0.76175,0.41302,0.85867,0.87162,0.83541,0.86406,0.74947,0.87162,0.83541,0.86406,0.73176,0.56209,0.80966,0.6524,0.88969,0.00115596,0.00115596,0.00115596
195,1636.72,0.52549,0.76006,0.4148,0.86172,0.80784,0.90478,0.87693,0.76514,0.80784,0.90478,0.87693,0.74906,0.55338,0.79743,0.6159,0.88459,0.00115455,0.00115455,0.00115455
196,1643.77,0.53573,0.77308,0.41389,0.86237,0.80691,0.90421,0.89577,0.78182,0.80691,0.90421,0.89577,0.7736,0.57091,0.78526,0.57664,0.88852,0.00115313,0.00115313,0.00115313
197,1654.5,0.52264,0.75714,0.40465,0.85682,0.80482,0.90009,0.90627,0.79837,0.80482,0.90009,0.90627,0.78363,0.5666,0.78854,0.58427,0.88458,0.00115172,0.00115172,0.00115172
198,1662.68,0.53959,0.78513,0.41134,0.86365,0.87407,0.84082,0.91261,0.78712,0.87407,0.84082,0.91275,0.78764,0.56521,0.79735,0.55935,0.89236,0.0011503,0.0011503,0.0011503
199,1670.71,0.53104,0.76948,0.40755,0.86222,0.8924,0.87035,0.91872,0.78719,0.8924,0.87035,0.91872,0.79324,0.59174,0.75751,0.54452,0.90408,0.00114889,0.00114889,0.00114889
200,1679.31,0.52375,0.74641,0.40696,0.85936,0.86486,0.84742,0.89585,0.76738,0.86486,0.84742,0.89585,0.77446,0.59023,0.75996,0.55173,0.909,0.00114747,0.00114747,0.00114747
201,1686.36,0.52196,0.76598,0.40428,0.85463,0.8277,0.87957,0.89197,0.77505,0.8277,0.87957,0.89197,0.76736,0.5925,0.75408,0.55156,0.91716,0.00114606,0.00114606,0.00114606
202,1695.07,0.52514,0.74767,0.40647,0.85666,0.86077,0.86362,0.88192,0.76583,0.86077,0.86362,0.88192,0.75775,0.57577,0.7625,0.55254,0.89539,0.00114464,0.00114464,0.00114464
203,1702.51,0.50747,0.72699,0.39253,0.85247,0.88574,0.89948,0.88851,0.77534,0.88574,0.89948,0.88851,0.76604,0.58162,0.73202,0.54993,0.89143,0.00114323,0.00114323,0.00114323
204,1710.96,0.52839,0.76057,0.41311,0.85447,0.81328,0.92257,0.88737,0.77613,0.81328,0.92257,0.88737,0.76873,0.57147,0.7527,0.56508,0.88614,0.00114181,0.00114181,0.00114181
205,1719.68,0.51842,0.76381,0.40222,0.85772,0.80906,0.91822,0.88164,0.78073,0.80906,0.91822,0.88164,0.75917,0.55261,0.77175,0.56355,0.87829,0.0011404,0.0011404,0.0011404
206,1727.84,0.53141,0.77117,0.4096,0.86085,0.82918,0.90206,0.87162,0.77974,0.82918,0.90206,0.87162,0.751,0.55063,0.74973,0.56328,0.88275,0.00113898,0.00113898,0.00113898
207,1736.87,0.5156,0.76099,0.39903,0.85236,0.80521,0.90601,0.86271,0.75543,0.80521,0.90601,0.86271,0.73124,0.55804,0.76957,0.5931,0.88962,0.00113757,0.00113757,0.00113757
208,1743.7,0.53028,0.7733,0.40289,0.85802,0.77906,0.92896,0.86699,0.75194,0.77906,0.92896,0.86699,0.73701,0.57861,0.76678,0.61188,0.89275,0.00113616,0.00113616,0.00113616
209,1752.47,0.51896,0.77055,0.39907,0.86476,0.83897,0.90515,0.87532,0.76517,0.83897,0.90515,0.87524,0.74528,0.58011,0.77623,0.56005,0.89491,0.00113474,0.00113474,0.00113474
210,1759.95,0.50051,0.73125,0.38727,0.85672,0.8653,0.85635,0.87126,0.74985,0.8653,0.85635,0.87126,0.74211,0.58304,0.76116,0.60216,0.89587,0.00113333,0.00113333,0.00113333
211,1768.73,0.53771,0.80591,0.41322,0.85971,0.82237,0.90486,0.88348,0.7681,0.82237,0.90486,0.88348,0.76431,0.58561,0.75883,0.59892,0.89479,0.00113191,0.00113191,0.00113191
212,1775.89,0.51419,0.7635,0.39768,0.85798,0.86291,0.87435,0.88061,0.76622,0.86291,0.87435,0.88061,0.75679,0.57874,0.75845,0.57703,0.89629,0.0011305,0.0011305,0.0011305
213,1784.6,0.52024,0.77457,0.40019,0.85635,0.87731,0.88915,0.89083,0.77474,0.87731,0.88915,0.89083,0.76498,0.57311,0.75241,0.54399,0.88953,0.00112908,0.00112908,0.00112908
214,1792.05,0.51511,0.74684,0.39647,0.85583,0.853,0.88892,0.8755,0.76494,0.853,0.88892,0.8755,0.74628,0.56047,0.79567,0.56664,0.88542,0.00112767,0.00112767,0.00112767
215,1800.1,0.51662,0.78464,0.39424,0.85254,0.81639,0.89485,0.90985,0.80297,0.81639,0.89485,0.90985,0.77962,0.56852,0.84632,0.58355,0.8875,0.00112625,0.00112625,0.00112625
216,1808.31,0.52581,0.73687,0.40448,0.86062,0.83727,0.88199,0.90985,0.81215,0.8342,0.87873,0.90907,0.79584,0.55016,0.78968,0.56836,0.88192,0.00112484,0.00112484,0.00112484
217,1816.16,0.51757,0.7737,0.40783,0.85425,0.82465,0.93081,0.88395,0.7813,0.82465,0.93081,0.88402,0.77309,0.56118,0.77996,0.53439,0.88223,0.00112342,0.00112342,0.00112342
218,1824.97,0.5204,0.77759,0.41029,0.85973,0.86048,0.90377,0.88776,0.77282,0.86048,0.90377,0.88776,0.75513,0.57804,0.79942,0.56026,0.89443,0.00112201,0.00112201,0.00112201
219,1831.58,0.50082,0.7234,0.39413,0.85317,0.88776,0.92787,0.88696,0.77463,0.88776,0.92787,0.88696,0.76163,0.57297,0.78427,0.54182,0.90012,0.00112059,0.00112059,0.00112059
220,1840.77,0.53196,0.78932,0.4082,0.85918,0.86416,0.91921,0.89108,0.77376,0.86416,0.91921,0.89108,0.7719,0.58137,0.74918,0.53909,0.89563,0.00111918,0.00111918,0.00111918
221,1848.37,0.53133,0.79269,0.4081,0.8566,0.84233,0.90485,0.86317,0.76475,0.84233,0.90485,0.86317,0.75085,0.566,0.74865,0.57062,0.88872,0.00111776,0.00111776,0.00111776
222,1857.03,0.51362,0.77005,0.40241,0.85292,0.86232,0.90217,0.88569,0.78023,0.86232,0.90217,0.88557,0.76308,0.544,0.77768,0.53541,0.87947,0.00111635,0.00111635,0.00111635
223,1864.85,0.5235,0.7663,0.40082,0.85867,0.84885,0.92553,0.87361,0.77832,0.84885,0.92553,0.87361,0.75289,0.53871,0.77031,0.55621,0.87914,0.00111493,0.00111493,0.00111493
224,1873.4,0.50868,0.7455,0.39203,0.85047,0.83886,0.89267,0.84181,0.7478,0.83886,0.89267,0.84181,0.72952,0.52981,0.79895,0.58294,0.8755,0.00111352,0.00111352,0.00111352
225,1882.05,0.52734,0.75991,0.40488,0.85651,0.85067,0.86918,0.87165,0.76851,0.85067,0.86918,0.86999,0.74288,0.5425,0.81519,0.57091,0.88239,0.0011121,0.0011121,0.0011121
226,1891.26,0.5012,0.73102,0.39441,0.85691,0.8052,0.92078,0.88439,0.78299,0.8052,0.92078,0.88439,0.76463,0.54765,0.7843,0.57006,0.88614,0.00111069,0.00111069,0.00111069
227,1899.55,0.50242,0.7403,0.39641,0.85474,0.82807,0.91806,0.87673,0.77819,0.82807,0.91806,0.87673,0.74903,0.54507,0.78635,0.58038,0.88894,0.00110928,0.00110928,0.00110928
228,1906.94,0.50721,0.7724,0.39566,0.85655,0.83915,0.92722,0.90189,0.79946,0.83915,0.92722,0.90189,0.76509,0.53778,0.75788,0.5574,0.8822,0.00110786,0.00110786,0.00110786
229,1916.05,0.48109,0.70887,0.38185,0.84898,0.88322,0.87134,0.90001,0.78993,0.88322,0.87134,0.89988,0.77308,0.5413,0.75604,0.5547,0.88802,0.00110645,0.00110645,0.00110645
230,1922.38,0.49812,0.72321,0.39251,0.85403,0.8829,0.90212,0.90405,0.80082,0.8829,0.90212,0.90405,0.77739,0.56575,0.76453,0.53118,0.89717,0.00110503,0.00110503,0.00110503
231,1931.01,0.49815,0.72185,0.39101,0.85086,0.83318,0.92047,0.88721,0.77999,0.83318,0.92047,0.88721,0.77004,0.54917,0.76412,0.54852,0.8874,0.00110362,0.00110362,0.00110362
232,1938.79,0.51296,0.72692,0.39495,0.85197,0.86473,0.906,0.86948,0.75528,0.86473,0.906,0.86948,0.75622,0.55317,0.76983,0.58845,0.89347,0.0011022,0.0011022,0.0011022
233,1947.12,0.51491,0.76684,0.39621,0.86237,0.84052,0.87971,0.85,0.73973,0.84052,0.87971,0.85,0.7387,0.55927,0.77526,0.66821,0.89203,0.00110079,0.00110079,0.00110079
234,1955.47,0.51183,0.75109,0.39983,0.85203,0.87083,0.86983,0.87117,0.75758,0.87083,0.86983,0.87117,0.76601,0.57233,0.75075,0.61597,0.8891,0.00109937,0.00109937,0.00109937
235,1963.15,0.51759,0.75868,0.39971,0.85458,0.82911,0.93065,0.88893,0.77858,0.82911,0.93065,0.88893,0.76318,0.58742,0.77473,0.57331,0.89521,0.00109796,0.00109796,0.00109796
236,1972.22,0.48983,0.70569,0.38261,0.85016,0.86771,0.92255,0.90636,0.78802,0.86771,0.92255,0.90636,0.77854,0.57679,0.79197,0.53469,0.89435,0.00109654,0.00109654,0.00109654
237,1979.65,0.51308,0.7295,0.39758,0.85783,0.85053,0.91966,0.90602,0.79011,0.85053,0.91966,0.90602,0.76661,0.58899,0.79485,0.53418,0.89713,0.00109513,0.00109513,0.00109513
238,1988.17,0.52083,0.76642,0.39709,0.85866,0.86102,0.92206,0.89934,0.77918,0.86102,0.92206,0.89934,0.77536,0.58221,0.76254,0.5167,0.90427,0.00109371,0.00109371,0.00109371
239,1995.37,0.51297,0.72808,0.39527,0.85606,0.86891,0.89288,0.869,0.73822,0.86891,0.89288,0.869,0.74962,0.58208,0.72785,0.58288,0.8935,0.0010923,0.0010923,0.0010923
240,2004.59,0.5233,0.77657,0.40009,0.85592,0.8795,0.85899,0.8708,0.74698,0.88024,0.85899,0.87065,0.7416,0.56922,0.74814,0.57802,0.89264,0.00109088,0.00109088,0.00109088
241,2012.56,0.50372,0.74009,0.39033,0.85398,0.84142,0.90356,0.88355,0.75209,0.84903,0.89052,0.88341,0.75183,0.55397,0.76043,0.56764,0.89002,0.00108947,0.00108947,0.00108947
242,2020.8,0.49376,0.73677,0.38361,0.85335,0.86908,0.92386,0.89295,0.78164,0.86908,0.92386,0.89281,0.76755,0.54282,0.73164,0.55171,0.87863,0.00108805,0.00108805,0.00108805
243,2029.79,0.50072,0.72109,0.38634,0.85531,0.8559,0.92453,0.88362,0.78617,0.8559,0.92453,0.88362,0.75902,0.54175,0.73463,0.55406,0.87463,0.00108664,0.00108664,0.00108664
244,2037.13,0.50947,0.73029,0.38559,0.85595,0.85529,0.88738,0.86962,0.76921,0.85529,0.88738,0.86962,0.74875,0.56099,0.73494,0.58512,0.88381,0.00108523,0.00108523,0.00108523
245,2046.36,0.48928,0.7094,0.38091,0.84548,0.86168,0.88712,0.8571,0.75726,0.86168,0.88712,0.85669,0.73918,0.56249,0.73772,0.586,0.88956,0.00108381,0.00108381,0.00108381
246,2053.68,0.50242,0.75777,0.37987,0.8502,0.84932,0.90173,0.88741,0.78755,0.84932,0.90173,0.88741,0.77571,0.56284,0.74251,0.53609,0.89384,0.0010824,0.0010824,0.0010824
247,2063.03,0.49179,0.72737,0.37404,0.85401,0.88445,0.88215,0.88961,0.79265,0.88445,0.88215,0.88961,0.76643,0.54949,0.76138,0.52099,0.89359,0.00108098,0.00108098,0.00108098
248,2070.84,0.50698,0.74572,0.3922,0.84956,0.88541,0.88455,0.87648,0.77789,0.88541,0.88455,0.87648,0.75872,0.54016,0.7547,0.55719,0.89324,0.00107957,0.00107957,0.00107957
249,2078.9,0.51185,0.75758,0.39187,0.85423,0.88959,0.86379,0.88126,0.78153,0.88959,0.86379,0.88126,0.7705,0.53908,0.74559,0.55491,0.89005,0.00107815,0.00107815,0.00107815
250,2088.6,0.50129,0.73919,0.38817,0.85871,0.82116,0.91826,0.88909,0.77762,0.82116,0.91826,0.88909,0.77027,0.55387,0.75638,0.51044,0.8975,0.00107674,0.00107674,0.00107674
251,2096.41,0.51818,0.76565,0.39719,0.85506,0.85082,0.90899,0.88978,0.77681,0.85082,0.90899,0.88755,0.76779,0.56209,0.76617,0.50978,0.89438,0.00107532,0.00107532,0.00107532
252,2105.51,0.50449,0.7388,0.39155,0.85209,0.85725,0.89854,0.89584,0.78389,0.85725,0.89854,0.89584,0.77319,0.55655,0.75932,0.52083,0.89421,0.00107391,0.00107391,0.00107391
253,2112.43,0.49747,0.73034,0.38695,0.84573,0.82217,0.89917,0.89828,0.78544,0.82217,0.89917,0.89828,0.77748,0.55001,0.78159,0.54758,0.88877,0.00107249,0.00107249,0.00107249
254,2121.21,0.50807,0.73703,0.39073,0.85269,0.86154,0.86926,0.88159,0.77326,0.86154,0.86926,0.88159,0.76078,0.54322,0.79605,0.55813,0.88322,0.00107108,0.00107108,0.00107108
